bill_type_bill_name_bill_ID	missing_votes	 Arlen Specter (PA)	 Barack H. Obama (IL)	 Barbara A. Mikulski (MD)	 Barbara Boxer (CA)	 Bill Nelson (FL)	 Blanche L. Lincoln (AR)	 Byron L. Dorgan (ND)	 C. Saxby Chambliss (GA)	 Carl Levin (MI)	 Charles E. 'Chuck' Grassley (IA)	 Charles E. 'Chuck' Schumer (NY)	 Charles T. 'Chuck' Hagel (NE)	 Christopher J. Dodd (CT)	 Christopher S. 'Kit' Bond (MO)	 Conrad R. Burns (MT)	 Craig Thomas (WY)	 Daniel K. Inouye (HI)	 Daniel Kahikina Akaka (HI)	 David B. Vitter (LA)	 Debbie Ann Stabenow (MI)	 Dianne Feinstein (CA)	 E. Benjamin 'Ben' Nelson (NE)	 Edward M. 'Ted' Kennedy (MA)	 Elizabeth H. Dole (NC)	 Evan Bayh (IN)	 Frank R. Lautenberg (NJ)	 George Felix Allen (VA)	 George V. Voinovich (OH)	 Gordon Harold Smith (OR)	 Harry M. Reid (NV)	 Herbert H. 'Herb' Kohl (WI)	 Hillary Rodham Clinton (NY)	 James M. 'Jim' Inhofe (OK)	 James M. 'Jim' Talent (MO)	 James Merrill 'Jim' Jeffords (VT)	 Jeff Bingaman (NM)	 Jefferson B. 'Jeff' Sessions III (AL)	 Jim Bunning (KY)	 Jim W. DeMint (SC)	 John Cornyn (TX)	 John D. 'Jay' Rockefeller IV (WV)	 John E. Sununu (NH)	 John Eric Ensign (NV)	 John F. 'Jack' Reed (RI)	 John Forbes Kerry (MA)	 John H. 'Johnny' Isakson (GA)	 John R. Thune (SD)	 John S. McCain (AZ)	 John W. Warner (VA)	 Jon Kyl (AZ)	 Joseph I. Lieberman (CT)	 Joseph R. Biden Jr. (DE)	 Judd A. Gregg (NH)	 Kay Bailey Hutchison (TX)	 Ken Salazar (CO)	 Kent Conrad (ND)	 Lamar Alexander (TN)	 Larry E. Craig (ID)	 Lincoln D. Chafee (RI)	 Lindsey O. Graham (SC)	 Lisa A. Murkowski (AK)	 Maria Cantwell (WA)	 Mark Dayton (MN)	 Mark Pryor (AR)	 Mary L. Landrieu (LA)	 Max S. Baucus (MT)	 Mel Martinez (FL)	 Michael B. Enzi (WY)	 Michael D. 'Mike' Crapo (ID)	 Michael 'Mike' DeWine (OH)	 Mitch McConnell (KY)	 Norm Coleman (MN)	 Olympia J. Snowe (ME)	 Orrin G. Hatch (UT)	 Pat Roberts (KS)	 Patrick J. Leahy (VT)	 Patty Murray (WA)	 Paul S. Sarbanes (MD)	 Pete V. Domenici (NM)	 Richard C. Shelby (AL)	 Richard G. Lugar (IN)	 Richard J. 'Dick' Durbin (IL)	 Richard J. 'Rick' Santorum (PA)	 Richard M. Burr (NC)	 Robert C. Byrd (WV)	 Robert F. Bennett (UT)	 Robert Menendez (NJ)	 Ron Wyden (OR)	 Russell D. Feingold (WI)	 Samuel D. 'Sam' Brownback (KS)	 Susan M. Collins (ME)	 Ted Stevens (AK)	 Thad Cochran (MS)	 Thomas Allen 'Tom' Coburn (OK)	 Thomas Richard Carper (DE)	 Thomas 'Tom' Harkin (IA)	 Tim P. Johnson (SD)	 Trent Lott (MS)	 Wayne A. Allard (CO)	 William H. 'Bill' Frist (TN)
Appropriations_Military Construction Appropriations Act FY2003_3226	21	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	-1	1	-1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	-1	1	1	1	1	0	1	1	1	1	1	1
"Appropriations_Supplemental Appropriations, FY2002 bill_3231"	21	-1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	-1	1	1	0	1	1	1	1	0	1	0	1	-1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	-1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	-1	0	1	1	0	1	-1	1	1	1	1	0	1	1	1	1	1	1
"Budget, Spending and Taxes_Economic Growth and Tax Relief Reconciliation Act, 2001_3004"	21	1	0	-1	-1	-1	1	-1	0	-1	1	-1	1	-1	1	1	1	-1	-1	0	-1	1	1	-1	0	-1	0	1	1	1	-1	1	-1	1	0	1	-1	1	1	0	0	-1	0	1	-1	-1	0	0	1	1	1	-1	-1	1	1	0	-1	0	1	1	0	0	-1	-1	0	1	1	0	1	1	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	1	1	1	0	-1	-1	1	1	1	1
"Budget, Spending and Taxes_Fiscal Year 2002 Budget Resolution_2984"	21	1	0	-1	-1	-1	-1	-1	0	-1	1	-1	1	-1	1	1	1	-1	-1	0	-1	-1	1	-1	0	-1	0	1	1	1	-1	-1	-1	1	0	-1	-1	1	1	0	0	-1	0	1	-1	-1	0	0	1	1	1	-1	-1	1	1	0	-1	0	1	-1	0	0	-1	-1	0	-1	1	0	1	1	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	1	1	1	0	-1	-1	-1	1	1	1
Campaign Finance and Election Issues_Bipartisan Campaign Reform Act - Union Amendment_2942	21	1	0	1	1	1	1	1	0	1	-1	1	1	1	-1	-1	-1	1	1	0	1	1	1	1	0	1	0	-1	-1	-1	1	1	1	1	0	1	1	-1	-1	0	0	1	0	1	1	1	0	0	1	-1	-1	1	1	-1	1	0	1	0	-1	1	0	0	1	1	0	1	1	0	-1	-1	1	-1	0	1	-1	-1	1	1	1	1	-1	-1	1	-1	0	1	-1	0	1	1	-1	1	1	1	0	1	1	1	-1	-1	-1
Campaign Finance and Election Issues_Bipartisan Campaign Reform Act of 2001_2940	21	1	0	-1	1	1	-1	-1	0	1	1	1	-1	-1	1	1	1	-1	-1	0	-1	1	1	-1	0	-1	0	1	1	1	-1	1	1	1	0	1	-1	1	1	0	0	-1	0	1	-1	1	0	0	1	1	1	-1	-1	1	1	0	1	0	1	1	0	0	-1	-1	0	1	1	0	1	1	1	1	0	1	1	1	-1	-1	1	1	1	1	1	1	0	-1	1	0	-1	1	1	1	1	1	0	-1	1	-1	1	1	1
Campaign Finance and Election Issues_Bipartisan Campaign Reform Act of 2001_2950	21	1	0	1	1	1	1	1	0	1	-1	1	-1	1	-1	-1	-1	1	1	0	1	1	-1	1	0	1	0	-1	-1	-1	1	1	1	-1	0	1	1	-1	-1	0	0	1	0	-1	1	1	0	0	1	-1	-1	1	1	-1	-1	0	1	0	-1	1	0	0	1	1	0	1	1	0	-1	-1	-1	-1	0	1	-1	-1	1	1	1	1	-1	1	1	-1	0	1	-1	0	1	1	-1	1	1	1	0	1	1	1	-1	-1	-1
Campaign Finance and Election Issues_Bipartisan Campaign Reform Act of 2001_3163	21	1	0	1	1	1	1	1	0	1	-1	1	-1	1	-1	-1	-1	1	1	0	1	1	-1	1	0	1	0	-1	-1	-1	1	1	1	-1	0	1	1	-1	-1	0	0	1	0	-1	1	1	0	0	1	1	-1	1	1	-1	-1	0	1	0	-1	1	0	0	1	1	0	1	1	0	-1	-1	-1	-1	0	1	-1	-1	1	1	1	1	-1	1	1	-1	0	1	-1	0	1	1	-1	1	-1	1	0	1	1	1	-1	-1	-1
Campaign Finance and Election Issues_Equal Protection of Voting Rights Act of 2001_3475	21	1	0	1	1	1	1	1	0	1	1	1	1	1	1	-1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1
Defense_National Defense Authorization Act for Fiscal Year 2002_3086	21	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1
Energy Issues_Securing America's Future Energy (SAFE) Act of 2001_3171	21	1	0	1	-1	1	1	1	0	1	1	-1	1	1	1	1	1	1	1	0	1	-1	1	-1	0	1	0	1	1	1	1	1	-1	1	0	1	1	1	1	0	0	1	0	1	-1	1	0	0	-1	1	-1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	-1	1	1	1	1	0	1	1	1	1	1	1
Executive Branch_Anthony Principi for Secretary of Veterans Affairs_2920	21	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1
Executive Branch_John Ashcroft for Attorney General_2922	21	1	0	-1	-1	-1	-1	1	0	-1	1	-1	1	1	1	1	1	-1	-1	0	-1	-1	1	-1	0	-1	0	1	1	1	-1	-1	-1	1	0	1	-1	1	1	0	0	-1	0	1	-1	-1	0	0	1	1	1	-1	-1	1	1	0	1	0	1	1	0	0	-1	-1	0	-1	-1	0	1	1	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	1	1	0	-1	1	1	1	1	1	0	-1	-1	-1	1	1	1
Executive Branch_Martinez for Secretary of Housing and Urban Development_2919	21	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1
Executive Branch_Norman Y. Mineta for Secretary of Transportation_2917	21	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1
Executive Branch_Thompson for Secretary of Health and Human Services_2918	21	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1
Government Reform_Homeland Security Act of 2002_3212	21	1	0	1	1	1	1	1	0	-1	1	1	1	1	1	1	1	-1	-1	0	1	1	1	-1	0	1	0	1	1	1	1	1	1	1	0	-1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	-1	1	1	1	1	1	0	-1	1	0	1	-1	1	1	1	1	0	1	1	1	1	1	1
Health Issues_Greater Access to Affordable Pharmaceuticals Act_3196	21	1	0	1	1	1	1	1	0	1	1	1	-1	1	-1	1	1	1	1	0	1	1	1	1	0	1	0	1	-1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	-1	1	1	-1	-1	0	1	0	1	1	0	0	1	1	0	1	1	0	-1	1	-1	1	0	1	-1	-1	1	1	1	1	1	-1	1	-1	0	1	-1	0	1	1	-1	1	1	1	0	1	1	1	-1	1	-1
Labor_Ergonomics Regulations resolution_2927	21	1	0	-1	-1	-1	1	-1	0	-1	1	-1	1	-1	1	1	1	-1	-1	0	-1	-1	-1	-1	0	-1	0	1	1	1	-1	-1	-1	1	0	1	-1	1	1	0	0	-1	0	1	-1	-1	0	0	1	1	1	-1	-1	1	1	0	-1	0	1	1	0	0	-1	-1	0	1	1	0	1	1	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	1	1	1	0	-1	-1	-1	1	1	1
Military Issues_Use of Military Force Against Iraq_3201	21	1	0	-1	-1	1	1	1	0	-1	1	1	1	1	1	1	1	-1	-1	0	-1	1	1	-1	0	1	0	1	1	1	1	1	1	1	0	-1	-1	1	1	0	0	1	0	1	-1	1	0	0	1	1	1	1	1	1	1	0	-1	0	1	-1	0	0	1	-1	0	1	1	0	1	1	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	1	1	1	0	1	1	1	1	1	1
"Appropriations_Department of Defense Appropriations, FY2003 bill_3219"	22	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	1	-1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	-1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	-1	1	1	1	1	0	1	1	1	1	1	1
Appropriations_Department of Transportation Appropriations Act FY 2002_3449	22	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	-1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	-1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1
Business and Consumers_Terrorism Insurance Bill_3460	22	1	0	1	1	1	1	1	0	1	-1	1	1	1	1	-1	-1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	-1	1	0	0	1	0	1	1	0	0	0	1	1	-1	1	1	1	-1	0	1	0	-1	1	0	0	1	1	0	1	1	0	-1	1	1	-1	0	1	1	1	1	1	1	1	1	1	1	-1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1
Education_No Child Left Behind Act_3149	22	1	0	1	1	1	1	1	0	1	1	1	-1	1	1	1	1	1	0	0	1	1	-1	1	0	1	0	1	-1	1	1	1	1	1	0	-1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	-1	0	1	1	0	1	1	1	1	0	1	1	1	-1	1	1	1	1	1	1	1	0	1	-1	0	1	-1	1	1	1	1	0	1	1	1	1	1	1
Executive Branch_Christine Todd Whitman for Administrator of the EPA_2923	22	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1
Executive Branch_Gale Ann Norton for Secretary of the Interior_2924	22	1	0	-1	-1	1	1	0	0	-1	1	-1	1	1	1	1	1	1	1	0	-1	1	1	-1	0	-1	0	1	1	1	1	1	-1	1	0	1	1	1	1	0	0	-1	0	1	-1	-1	0	0	1	1	1	-1	-1	1	1	0	1	0	1	1	0	0	1	-1	0	1	1	0	1	1	1	1	0	1	1	1	-1	1	-1	1	1	1	-1	1	0	1	1	0	-1	1	1	1	1	1	0	1	-1	1	1	1	1
Foreign Aid and Policy Issues_International Courts Amendment_3146	22	-1	0	1	-1	1	1	1	0	-1	1	1	1	-1	1	1	1	-1	-1	0	1	1	1	-1	0	1	0	1	-1	1	1	1	1	1	0	0	-1	1	1	0	0	1	0	1	-1	1	0	0	1	1	1	1	-1	1	1	0	1	0	1	-1	0	0	-1	-1	0	1	1	0	1	1	1	1	0	1	1	1	-1	-1	-1	1	1	1	1	1	0	-1	1	0	1	-1	1	1	1	1	0	1	1	1	1	1	1
National Security Issues_Military Force Authorization resolution_3067	22	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1
National Security Issues_USA Patriot Act of 2001_3110	22	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	-1	1	1	1	1	0	1	1	1	1	1	1
Trade Issues_Trade Act of 2002_3363	22	1	0	-1	-1	1	1	-1	0	-1	1	-1	1	-1	1	-1	1	-1	0	0	-1	1	1	-1	0	1	0	1	1	1	-1	1	-1	1	0	1	1	-1	1	0	0	-1	0	1	-1	1	0	0	1	1	1	1	-1	1	1	0	-1	0	1	1	0	0	1	-1	0	1	1	0	1	1	1	1	0	1	1	1	-1	1	-1	1	-1	1	-1	1	0	-1	1	0	1	-1	1	1	1	1	0	1	-1	-1	1	1	1
Transportation Issues_Air Transportation Safety and System Stabilization Act_3070	22	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1
Agriculture Issues_Farm Security and Rural Investment Act of 2002_3154	23	1	0	1	1	1	-1	1	0	1	1	1	-1	1	-1	-1	-1	1	1	0	1	1	1	1	0	1	0	1	-1	-1	1	1	1	-1	0	1	1	1	-1	0	0	1	0	-1	1	1	0	0	-1	1	-1	1	1	-1	-1	0	1	0	-1	-1	0	0	1	1	0	1	1	0	-1	-1	-1	-1	0	1	-1	-1	1	1	1	0	1	-1	1	-1	0	1	0	0	1	1	-1	1	-1	-1	0	1	1	1	-1	-1	-1
"Appropriations_Energy and Water Development Appropriations Act, 2002_3119"	23	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	-1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	1	1	0	0	-1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1
Appropriations_Interior Department Appropriations for FY 2002_3100	23	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	-1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	-1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	-1	1	1	1	0	1	1	1	1	1	1
Appropriations_Treasury and General Government Appropriations Act 2002_3118	23	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	-1	0	1	1	-1	1	1	1	1	0	1	1	0	-1	0	0	1	0	-1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	-1	0	1	1	1	1	0	-1	1	-1	1	1	1	1	1	1	1	1	0	1	1	0	1	-1	-1	-1	1	1	0	1	1	1	1	-1	1
Business and Consumers_Accounting Industry Reform bill_3459	23	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1
Defense_National Defense Authorization Act for Fiscal Year 2002_3474	23	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	-1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	-1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1
Health Issues_Patients' Bill of Rights bill_3019	23	1	0	1	1	1	1	1	0	1	-1	1	-1	1	-1	-1	-1	1	1	0	1	1	1	1	0	1	0	-1	-1	1	1	1	1	-1	0	-1	1	-1	-1	0	0	1	0	-1	1	1	0	0	1	1	-1	1	1	-1	-1	0	1	0	-1	1	0	0	1	1	0	1	1	0	-1	-1	1	-1	0	1	-1	-1	1	1	1	0	-1	-1	1	-1	0	1	-1	0	1	1	-1	1	-1	-1	0	1	1	1	0	-1	-1
Social Issues_Hate Crimes Bill_3186	23	-1	0	1	1	1	1	1	0	1	-1	1	-1	1	0	-1	-1	1	1	0	1	1	1	1	0	1	0	-1	-1	1	1	1	1	-1	0	1	1	-1	-1	0	0	1	0	-1	1	1	0	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	1	0	0	1	1	0	1	1	0	-1	0	-1	-1	0	1	-1	-1	1	1	1	-1	-1	-1	1	-1	0	1	-1	0	1	1	-1	1	-1	-1	0	1	1	1	-1	-1	-1
Appropriations_Military Construction FY2002 Appropriations bill_3076	24	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1
Appropriations_Military Construction FY2002 Appropriations bill_3099	24	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	-1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1
"Appropriations_Supplemental Appropriations, FY2002 bill_3229"	24	1	0	1	1	1	1	1	0	1	-1	1	-1	1	1	1	-1	1	1	0	1	1	1	0	0	-1	0	1	-1	1	1	1	1	1	0	1	0	-1	-1	0	0	1	0	-1	1	1	0	0	-1	1	-1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	1	1	0	-1	1	1	1	0	1	-1	1	1	1	1	1	1	1	1	-1	0	1	1	0	1	-1	-1	1	1	1	0	1	1	1	-1	-1	1
Campaign Finance and Election Issues_Bipartisan Campaign Reform Act of 2001_2943	24	-1	0	-1	1	1	1	1	0	-1	1	-1	-1	-1	1	0	-1	1	-1	0	-1	-1	1	1	0	-1	0	-1	-1	1	-1	-1	1	1	0	-1	1	-1	1	0	0	-1	0	-1	1	1	0	0	-1	1	-1	-1	1	1	-1	0	1	0	1	-1	0	0	1	1	0	0	0	0	-1	-1	-1	1	0	-1	1	-1	1	1	1	1	-1	-1	1	1	0	1	1	0	-1	-1	-1	-1	1	1	0	-1	1	1	1	1	1
Campaign Finance and Election Issues_Equal Protection of Voting Rights Act of 2001_3157	24	1	0	-1	-1	-1	-1	-1	0	-1	1	-1	1	-1	1	1	1	-1	-1	0	-1	-1	-1	-1	0	-1	0	1	1	-1	0	-1	-1	1	0	-1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	1	1	1	-1	-1	1	1	0	-1	0	1	1	0	0	-1	-1	0	-1	-1	0	1	1	1	1	0	1	0	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	1	1	1	0	-1	-1	-1	1	1	1
Campaign Finance and Election Issues_Help America Vote Act of 2002_3207	24	1	0	1	1	1	1	1	0	1	1	-1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	-1	1	0	1	1	0	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1
Family and Children Issues_Enhance AMBER Alert bill_3307	24	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1	1	1	1	1
Abortion Issues_Military Abortion Amendment_3453	25	1	0	1	1	1	1	1	0	1	-1	1	-1	1	-1	-1	0	1	1	0	1	1	-1	1	0	1	0	-1	-1	-1	-1	1	1	-1	0	1	1	-1	-1	0	0	1	0	-1	1	1	0	0	-1	-1	-1	1	1	-1	0	0	1	0	0	1	0	0	1	1	0	1	1	0	-1	-1	-1	-1	0	1	-1	-1	1	1	1	-1	-1	-1	1	0	0	1	-1	0	1	1	-1	1	1	-1	0	1	1	1	-1	-1	-1
"Appropriations_Department of Defense Appropriations, FY2003 bill_3221"	25	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	-1	1	1	1	1	0	1	1	1	1	0	1
Appropriations_Veterans Affairs and HUD Appropriations Act of 2002_3126	25	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	-1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	0	-1	1	1	0	0	-1	1	-1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	-1	1	1	1	1	0	1	1	1	1	1	1
Executive Branch_Objection to Presidential Electoral Vote Certificate_3448	25	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	-1	0	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	-1	0	-1	-1	0	-1	0	-1	-1	-1	0	-1	-1	-1	0	0	-1	0	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
